,links,longitude,latitude
194,https://minibieb.nl/minibieb/minibieb-meidoorn-amsterdam/,52.366177,4.864687
195,https://minibieb.nl/minibieb/mini-bieb-heinzestraat-amsterdam/,52.352757,4.8758216
196,https://minibieb.nl/minibieb/boekje-op-een-hoekje-amsterdam/,52.40732,4.934123
197,https://minibieb.nl/minibieb/boomboek-minibieb/,52.35027,4.8598666
198,https://minibieb.nl/minibieb/malvastraat-11-amsterdam/,52.38971,4.912065
199,https://minibieb.nl/minibieb/minibieb-agora-xplore-amsterdam-n/,52.4037,4.9091005
200,https://minibieb.nl/minibieb/free-little-library/,52.391106,4.8729086
201,https://minibieb.nl/minibieb/nieuwe-weteringstraat-11-amsterdam/,52.36075,4.8902187
202,https://minibieb.nl/minibieb/de-ruijterkade-amsterdam/,52.37754,4.907518
203,https://minibieb.nl/minibieb/spiegelgracht-2a-amsterdam/,52.362633,4.8873987
204,https://minibieb.nl/minibieb/hisgenpad-amsterdam/,52.399803,4.9274573
205,https://minibieb.nl/minibieb/amsterdam-oudezijds-voorburgwal-71/,52.373905,4.8988295
206,https://minibieb.nl/minibieb/spaarndammerstraat-44-amsterdam/,52.387432,4.881012
207,https://minibieb.nl/minibieb/fagelstraat-86-amsterdam/,52.380184,4.875317
208,https://minibieb.nl/minibieb/gillis-van-ledenberchstraat-99-amsterdam/,52.375843,4.871812
209,https://minibieb.nl/minibieb/bestevaerstraat-2-amsterdam/,52.372425,4.8604846
210,https://minibieb.nl/minibieb/esmoreitstraat-19-amsterdam/,52.37716,4.8515778
211,https://minibieb.nl/minibieb/van-houweningenstraat-40-amsterdam/,52.373825,4.8712773
212,https://minibieb.nl/minibieb/nicolaas-beetsstraat-142-amsterdam/,52.3622,4.867568
213,https://minibieb.nl/minibieb/jacob-van-lennepkade-368-amsterdam/,52.362545,4.860471
214,https://minibieb.nl/minibieb/rhijnvis-feithstraat-9-amsterdam/,52.360542,4.8594723
215,https://minibieb.nl/minibieb/hildebrandstraat-44-amsterdam/,52.364326,4.8650265
216,https://minibieb.nl/minibieb/egstraat-53-amsterdam/,52.343094,4.9441085
217,https://minibieb.nl/minibieb/zaaiersweg-57-amsterdam/,52.34253,4.9439526
218,https://minibieb.nl/minibieb/uiterwaardenstraat-244-amsterdam/,52.342926,4.898446
219,https://minibieb.nl/minibieb/uiterwaardenstraat-281-amsterdam/,52.3414,4.8948646
220,https://minibieb.nl/minibieb/voormalige-stadstimmertuin-35-87-amsterdam/,52.36155,4.9057393
221,https://minibieb.nl/minibieb/holendrechtstraat-14-amsterdam/,52.348713,4.908935
222,https://minibieb.nl/minibieb/wilhelminastraat-150-amsterdam/,52.36117,4.861291
